,original_name,match_name,score,match_index
13659,meriwest credit union,meriwest credit union,100.0,12171
13660,schools financial credit union,schools financial credit union,100.0,6068
13661,valley first credit union,valley first credit union,100.0,6069
13662,southland credit union,southland credit union,100.0,10472
13663,fairwinds credit union,fairwinds credit union,100.0,2017
13664,credit union west,credit union west,100.0,4213
13665,illiana financial credit union,illiana financial credit union,100.0,8693
13666,premier america credit union,premier america credit union,100.0,3121
13667,travis credit union,travis credit union,100.0,915
13668,americu credit union,americu credit union,100.0,12181
13669,bellco credit union,bellco credit union,100.0,6970
13670,resource one credit union,resource one credit union,100.0,918
13671,first credit union,first credit union,100.0,4220
13672,ventura county credit union,ventura county credit union,100.0,12185
13673,lbs financial credit union,lbs financial credit union,100.0,7795
13674,tropical financial credit union,tropical financial credit unio,98.40412367154663,6978
13675,mutual security credit union,mutual security credit union,100.0,13775
13676,matadors community credit union,matadors community credit union,100.0,12995
13677,vystar credit union,vystar credit union,100.0,6088
13678,water power community credit union,water and power community cred,79.2979222777077,4229
13679,pacific marine credit union,pacific marine credit union,100.0,6090
13680,connex credit union,connex credit union,100.0,12194
13681,patelco credit union,patelco credit union,100.0,10492
13682,alabama telco credit union,alabama telco credit union,100.0,4235
13683,midflorida credit union,midflorida credit union,100.0,14394
13684,wings financial credit union,wings financial credit union,100.0,7808
13685,one nv credit union,credit union one,71.04655338211442,8572
13686,suncoast credit union,suncoast credit union,100.0,13006
13687,spire credit union,spire credit union,100.0,13719
13688,dupage credit union,dupage credit union,100.0,12205
13689,safeamerica credit union,safeamerica credit union,100.0,4231
13690,caliber home loans inc,caliber home loans inc,100.0,14370
13691,onemain holdings inc,freehold savings bank,38.92435948637269,4809
13692,new american funding,new american funding,100.0,3146
13693,james b nutter co,james b nutter co,100.0,2115
13694,guild mortgage co,guild mortgage company,85.75263808156367,6098
13695,embrace home loans,embrace home loans inc,89.6316734689882,7814
13696,mccue mortgage co,the mccue mortgage company,75.01885450705487,6996
13697,wall street mortgage bankers ltd,wall street mortgage bankers ltd,100.0,14294
13698,academy mortgage corp,academy mortgage corp,100.0,12215
13699,franklin first financial,franklin first financial,100.0,3165
13700,nothnagle home sercurities corp,nothnagle home securities corp,97.89259509499315,10507
13701,premium mortgage corp,premium mortgage corp,100.0,13025
13702,envoy mortgage,envoy mortgage ltd,85.69583747044271,12219
13703,liberty home equity solutions inc,liberty home equity solutions inc,100.0,14475
13704,genworth financial inc,merit financial inc,70.62377166096626,1081
13705,sovereign lending group,sovereign lending group,100.0,11372
13706,hightechlending inc,hightechlending inc,100.0,11373
13707,integrity first financial group,integrity first financial grou,98.39688077888545,11374
13708,maverick funding corp,maverick funding corp,100.0,8732
13709,americash inc,americash,79.45543318245856,8733
13710,eagle home mortgage,eagle home mortgage,100.0,2163
13711,freedom mortgage corp,freedom mortgage corp,100.0,6177
13712,atlantic home loans,atlantic home loans inc,90.42172036319256,8736
13713,newday financial,new day financial llc,78.56324853315657,13036
13714,new day financial llc,new day financial llc,100.0,11380
13715,vinson mortgage group,vinson mortgage group,100.0,10521
13716,cardinal financial co lp,cardinal financial company lp,90.84216454170037,13812
13717,finance of america holdings llc,finance america llc,74.74146804584073,972
13718,phh corp,phh mortgage corporation,46.80529379147111,6134
13719,keystone financial inc,keystone financial,90.26905573165523,5229
13720,amerisave mortgage corp,amerisave mortgage corporation,87.05226504096905,7840
13721,directors financial group,directors financial group,100.0,7024
13722,bay equity llc,bay equity llc,100.0,7842
13723,rpm mortgage inc,rpm mortgage inc,100.0,8746
13724,movement mortgage llc,movement mortgage llc,100.0,12241
13725,iserve residential lending llc,iserve residential lending llc,100.0,14088
13726,loandepotcom llc,loandepotcom llc,100.0,10531
13727,plaza home mortgage inc,plaza home mortgage inc,100.0,10535
13728,stonegate mortgage corp,stonegate mortgage llc,87.46011623579984,7852
13729,perl mortgage inc,perl mortgage inc,100.0,12249
13730,guaranteed rate mortgage,guaranteed rate inc,76.76488595487285,5237
13731,new residential investment corp,gershman investment corp,63.3300516723691,12259
13732,towne mortgage co,towne mortgage,88.96454834360239,2110
13733,vandyk mortgage,vandyk mortgage corporation,69.21729977303487,6142
13734,united shore financial services llc,united shore financial services llc,100.0,13602
13735,union home mortgage co,union home mortgage corp,95.3908648163252,10543
13736,summit mortgage corp,summit mortgage corporation,85.15049791684265,13351
13737,ally financial inc,cmg financial inc,75.37191688665418,9678
13738,agstar financial services aca,agstar financial services aca,100.0,3233
13739,gershman mortgage,shore mortgage,61.38863096627727,6164
13740,paramount mortgage co,paramount mortgage company,89.29988790088709,7021
13741,hometown equity mortgage corp,hometown equity mortgage,90.2888417558986,11408
13742,homeside financial llc,homeside financial llc,100.0,12261
13743,network capital funding corp,network capital funding corp,100.0,9665
13744,paramount equity mortgage llc,paramount equity mortgage llc,100.0,14614
13745,on q financial,on q financial inc,88.43304997703768,13069
13746,rocky mtn mortgage ltd,rocky mountain mortgage co,76.65442990432257,7865
13747,american internet mortgage inc,american internet mortgage inc,100.0,10553
13748,universal mortgage finance inc,universal mortgage finance,92.93079239778983,9670
13749,atlantic bay mortgage group llc,atlantic bay mortgage group llc,100.0,14496
13750,capital center llc,capital center llc,100.0,2143
13751,jg wentworth co,jg wentworth home lending,68.69065508217028,12268
13752,crosscountry mortgage llc,crosscountry mortgage llc,100.0,14568
13753,churchill mortgage corp,churchill mortgage corporation,86.68353887533954,9675
13754,peoples home equity inc,peoples home equity inc,100.0,8783
13755,cmg mortgage inc,cmg mortgage inc,100.0,5251
13756,first option mortgage corp,first option mortgage,89.63558892125886,3257
13757,commonfund mortgage corp,commonfund mortgage corp,100.0,8786
13758,sierra pacific mortgage co inc,sierra pacific mortgage co inc,100.0,10565
13759,nationwide mutual insurance co,bank mutual,38.8515729574515,1666
13760,first mortgage co,first rate mortgage,75.68638546141929,3250
13761,rock holdings inc,glen rock savings bank,42.39393315692659,13520
13762,standard mortgage corp,standard mortgage corp,100.0,11430
13763,equity now,equity now inc,81.27264072394863,9686
13764,gateway mortgage group llc,gateway mortgage group llc,100.0,11433
13765,southwest business corp,southwest bank,63.07741435565989,6406
13766,supreme lending,primelending,65.32774441556909,12510
13767,benchmark mortgage,benchmark mortgage,100.0,983
13768,nationstar mortgage llc,nationstar mortgage llc,100.0,5271
13769,aspire financial,aspire financial,100.0,7009
13770,pacific union financial llc,pacific union financial llc,100.0,5272
13771,cornerstone home lending inc,cornerstone home lending inc,100.0,11440
13772,fairway independent mortgage corp,fairway independent mortgage,91.92071070440285,6181
13773,network funding corp,network funding lp,84.24291615610633,12289
13774,mortgage financial inc,mortgage financial inc,100.0,5280
13775,vitek mortgage group,vitek mortgage group,100.0,7894
13776,resource lenders,resource bank,67.82146111993437,7445
13777,kings mortgage services inc,kings mortgage services inc,100.0,10586
13778,american equity mortgage inc,american equity mortgage inc,100.0,8809
13779,homestead funding corp,homestead funding corp,100.0,7081
13780,1st priority mortgage,1st priority mortgage inc,91.04805490592915,13877
13781,homebridge financial services inc,homebridge financial services inc,100.0,14105
13782,ifreedom direct corp,ifreedom direct corporation,85.14694918199245,8814
13783,american pacific mortgage corp,american pacific mortgage corp,100.0,7089
13784,impac mortgage holdings inc,impac mortgage corp,69.43070290004565,10594
13785,reverse mortgage funding llc,reverse mortgage funding llc,100.0,14096
13786,wallick volk inc,wallick volk inc,100.0,11456
13787,open mortgage llc,open mortgage llc,100.0,8819
13788,cherry creek mortgage co,cherry creek mortgage,93.4201844575498,5257
13789,american financing corp,american financing corp,100.0,9713
13790,nova home loans,nova home loans,100.0,3341
13791,primary residential mortgage inc,primary residential mortgage,93.32967307580215,8822
13792,axiom financial llc,axiom financial llc,100.0,11462
13793,summit funding inc,summit funding inc,100.0,11463
13794,wj bradley mortgage capital corp,wj bradley mortgage capital,91.49909644380139,5295
13795,directors mortgage inc,directors mortgage inc,100.0,14624
13796,first priority financial,first priority financial,100.0,12313
13797,prospect mortgage,prospect mortgage,100.0,11468
13798,lenox financial mortgage,lenox financial mortgage,100.0,7096
13799,american financial network,american financial network,100.0,1084
13800,huntington bancshares inc,huntington national bank,69.3532352922475,13311
13801,investors bank corp,investors bank,83.23054666269236,12318
13802,investors savings bank,investors savings bank,100.0,6494
13803,comerica inc,comerica bank,73.11510391683363,8835
13804,bank of montreal,the bank of marion,59.37004346694105,148
13805,capital one financial corp,capital one na,71.64458001244827,3398
13806,umpqua holdings corp,umpqua bank,47.46603628976695,10617
